Customer ID,Account Type,Account Tier,Amount(₦),Transaction Type,Sender's Location,Timestamp,Remark
Customer 723,Corporate,Tier 1,27306.25,Withdrawal,Port Harcourt,22:46:17,Normal
Customer 724,Individual,Tier 1,28607.4,Payment for Goods/Services,Abuja,19:29:16,Normal
Customer 725,Individual,Tier 1,10499.07,Withdrawal,Port Harcourt,9:56:49,Normal
Customer 726,Corporate,Tier 3,20257.75,Payment for Goods/Services,Lagos,6:02:15,Normal
Customer 727,Individual,Tier 2,37905.39,Transfer to a Third-Party,Abuja,11:29:03,Normal
Customer 728,Individual,Tier 1,10462.51,Payment for Goods/Services,Lagos,18:36:12,Normal
Customer 729,Individual,Tier 1,60342.06,Transfer to a Third-Party,Port Harcourt,4:53:43,Normal
Customer 730,Corporate,Tier 2,12690.2,Withdrawal,Enugu,10:23:22,Normal
Customer 731,Individual,Tier 2,45111.78,Payment for Goods/Services,Abuja,23:46:29,Normal
Customer 732,Corporate,Tier 2,20033.42,Withdrawal,Port Harcourt,0:52:35,Normal
Customer 733,Corporate,Tier 1,38122.54,Payment for Goods/Services,Abuja,13:19:53,Normal
Customer 734,Individual,Tier 2,32493.23,Transfer to a Third-Party,Enugu,20:10:03,Normal
Customer 735,Individual,Tier 1,22158.54,Withdrawal,Port Harcourt,20:24:27,Normal
Customer 736,Individual,Tier 2,4629.45,Withdrawal,Lagos,4:15:22,Normal
Customer 737,Corporate,Tier 1,21494.32,Transfer to a Third-Party,Lagos,2:27:47,Normal
Customer 738,Corporate,Tier 1,9997.08,Transfer to a Third-Party,Enugu,6:36:18,Normal
Customer 739,Corporate,Tier 2,35172.19,Withdrawal,Enugu,18:13:29,Normal
Customer 740,Individual,Tier 1,4727.93,Payment for Goods/Services,Enugu,0:06:37,Normal
Customer 741,Corporate,Tier 2,36640.8,Payment for Goods/Services,Enugu,22:36:41,Normal
Customer 742,Corporate,Tier 1,6574.73,Withdrawal,Lagos,6:44:28,Normal
Customer 743,Corporate,Tier 1,14660.05,Payment for Goods/Services,Ibadan,10:17:47,Normal
Customer 744,Corporate,Tier 2,13717.61,Transfer to a Third-Party,Enugu,21:54:00,Normal
Customer 745,Individual,Tier 1,57632.57,Payment for Goods/Services,Port Harcourt,22:20:15,Normal
Customer 746,Individual,Tier 1,8720.09,Withdrawal,Lagos,4:31:36,Normal
Customer 747,Corporate,Tier 1,12942.99,Transfer to a Third-Party,Abuja,5:34:34,Normal
Customer 748,Corporate,Tier 2,2711.3,Withdrawal,Lagos,1:07:05,Normal
Customer 749,Individual,Tier 2,26632.95,Payment for Goods/Services,Ibadan,10:03:15,Normal
Customer 750,Individual,Tier 3,4468.38,Withdrawal,Abuja,19:23:40,Normal
Customer 751,Individual,Tier 2,7320.66,Withdrawal,Enugu,21:00:42,Normal
Customer 752,Individual,Tier 2,924.2,Payment for Goods/Services,Lagos,21:19:07,Normal
Customer 753,Corporate,Tier 2,15439.06,Withdrawal,Ibadan,15:00:18,Normal
Customer 754,Corporate,Tier 2,13146.95,Payment for Goods/Services,Lagos,13:24:10,Normal
Customer 755,Corporate,Tier 2,13557.12,Transfer to a Third-Party,Enugu,13:47:00,Normal
Customer 756,Corporate,Tier 2,13294.7,Transfer to a Third-Party,Port Harcourt,2:35:05,Normal
Customer 757,Individual,Tier 2,24710.53,Transfer to a Third-Party,Enugu,3:04:33,Normal
Customer 758,Individual,Tier 2,7332.41,Transfer to a Third-Party,Abuja,4:22:19,Normal
Customer 759,Corporate,Tier 1,6182.24,Payment for Goods/Services,Port Harcourt,11:07:59,Normal
Customer 760,Individual,Tier 2,20718.46,Withdrawal,Ibadan,18:34:24,Normal
Customer 761,Corporate,Tier 2,13024.39,Payment for Goods/Services,Abuja,12:51:56,Normal
Customer 762,Individual,Tier 2,23539.54,Withdrawal,Port Harcourt,5:34:16,Normal
Customer 763,Corporate,Tier 3,30189.6,Withdrawal,Port Harcourt,6:47:08,Normal
Customer 764,Individual,Tier 2,41635.65,Payment for Goods/Services,Abuja,2:16:39,Normal
Customer 765,Corporate,Tier 1,25719.06,Transfer to a Third-Party,Lagos,15:56:13,Normal
Customer 766,Corporate,Tier 2,20272.02,Withdrawal,Port Harcourt,5:58:17,Normal
Customer 767,Corporate,Tier 2,18816.76,Payment for Goods/Services,Enugu,4:40:47,Normal
Customer 768,Individual,Tier 2,12056.84,Transfer to a Third-Party,Ibadan,9:22:28,Normal
Customer 769,Corporate,Tier 2,8293.11,Payment for Goods/Services,Lagos,12:59:39,Normal
Customer 770,Corporate,Tier 1,15258.17,Payment for Goods/Services,Abuja,1:12:37,Normal
Customer 771,Corporate,Tier 1,8855.68,Transfer to a Third-Party,Enugu,19:52:00,Normal
Customer 772,Corporate,Tier 1,40071.47,Withdrawal,Enugu,14:47:53,Normal
Customer 773,Individual,Tier 1,16292.32,Payment for Goods/Services,Abuja,14:51:22,Normal
Customer 774,Individual,Tier 2,3766.87,Transfer to a Third-Party,Lagos,19:37:15,Normal
Customer 775,Individual,Tier 1,10055.18,Payment for Goods/Services,Enugu,16:41:09,Normal
Customer 776,Corporate,Tier 1,17267.64,Payment for Goods/Services,Enugu,8:22:00,Normal
Customer 777,Individual,Tier 2,2703.34,Payment for Goods/Services,Port Harcourt,3:45:15,Normal
Customer 778,Corporate,Tier 2,19101.13,Payment for Goods/Services,Port Harcourt,16:13:27,Normal
Customer 779,Corporate,Tier 1,9587.88,Transfer to a Third-Party,Abuja,18:49:00,Normal
Customer 780,Corporate,Tier 2,11227.58,Transfer to a Third-Party,Lagos,18:53:40,Normal
Customer 781,Individual,Tier 1,45719.32,Withdrawal,Enugu,16:17:16,Normal
Customer 782,Individual,Tier 2,5893.84,Withdrawal,Abuja,19:35:19,Normal
Customer 783,Individual,Tier 2,13967.38,Payment for Goods/Services,Enugu,10:41:03,Normal
Customer 784,Individual,Tier 3,19166.38,Payment for Goods/Services,Port Harcourt,3:31:04,Normal
Customer 785,Individual,Tier 1,33864.76,Withdrawal,Ibadan,0:40:56,Normal
Customer 786,Individual,Tier 1,7926.59,Transfer to a Third-Party,Abuja,1:31:21,Normal
Customer 787,Corporate,Tier 2,10849.07,Payment for Goods/Services,Enugu,7:00:12,Normal
Customer 788,Corporate,Tier 1,21339.93,Payment for Goods/Services,Enugu,9:43:50,Normal
Customer 789,Individual,Tier 2,12891.76,Payment for Goods/Services,Ibadan,16:07:15,Normal
Customer 790,Individual,Tier 1,47517.01,Transfer to a Third-Party,Ibadan,14:11:24,Normal
Customer 791,Individual,Tier 2,32542.98,Transfer to a Third-Party,Lagos,18:42:03,Normal
Customer 792,Corporate,Tier 2,29495.39,Transfer to a Third-Party,Ibadan,17:57:15,Normal
Customer 793,Individual,Tier 3,39341.67,Payment for Goods/Services,Port Harcourt,11:56:53,Normal
Customer 794,Individual,Tier 2,30286.14,Withdrawal,Port Harcourt,15:21:48,Normal
Customer 795,Individual,Tier 1,8472.28,Transfer to a Third-Party,Enugu,9:56:53,Normal
Customer 796,Corporate,Tier 2,9338.81,Transfer to a Third-Party,Ibadan,0:26:25,Normal
Customer 797,Corporate,Tier 2,36739.31,Payment for Goods/Services,Port Harcourt,14:55:20,Normal
Customer 798,Corporate,Tier 3,23442.57,Payment for Goods/Services,Lagos,17:52:27,Normal
Customer 799,Individual,Tier 3,51612.86,Payment for Goods/Services,Lagos,3:51:10,Normal
Customer 800,Individual,Tier 3,10706.34,Transfer to a Third-Party,Abuja,7:15:49,Normal
Customer 801,Individual,Tier 2,2387.23,Transfer to a Third-Party,Enugu,13:59:08,Normal
Customer 802,Individual,Tier 2,26572.06,Payment for Goods/Services,Abuja,6:39:28,Normal
Customer 803,Individual,Tier 2,33397.87,Withdrawal,Lagos,2:57:32,Normal
Customer 804,Corporate,Tier 3,43411.17,Payment for Goods/Services,Abuja,6:42:00,Normal
Customer 805,Individual,Tier 2,14789.02,Withdrawal,Lagos,5:00:32,Normal
Customer 806,Corporate,Tier 2,23652.75,Withdrawal,Enugu,13:05:17,Normal
Customer 807,Corporate,Tier 3,10788.16,Transfer to a Third-Party,Abuja,1:49:48,Normal
Customer 808,Corporate,Tier 2,34947.52,Withdrawal,Enugu,14:19:26,Normal
Customer 809,Individual,Tier 1,6541.99,Transfer to a Third-Party,Port Harcourt,1:17:29,Normal
Customer 810,Corporate,Tier 1,43568.56,Withdrawal,Port Harcourt,17:53:23,Normal
Customer 811,Individual,Tier 1,46769.54,Withdrawal,Ibadan,8:34:57,Normal
Customer 812,Individual,Tier 2,24334.07,Payment for Goods/Services,Abuja,16:35:18,Normal
Customer 813,Corporate,Tier 2,14293.17,Transfer to a Third-Party,Port Harcourt,23:53:50,Normal
Customer 814,Corporate,Tier 2,8194.55,Transfer to a Third-Party,Abuja,16:22:29,Normal
Customer 815,Individual,Tier 2,9662.81,Payment for Goods/Services,Abuja,3:33:59,Normal
Customer 816,Corporate,Tier 3,15518.32,Transfer to a Third-Party,Enugu,14:35:34,Normal
Customer 817,Individual,Tier 1,13301.34,Payment for Goods/Services,Ibadan,17:20:23,Normal
Customer 818,Corporate,Tier 2,76851.46,Payment for Goods/Services,Port Harcourt,1:42:21,Normal
Customer 819,Corporate,Tier 1,32288.48,Payment for Goods/Services,Lagos,1:09:37,Normal
Customer 820,Corporate,Tier 2,18641.51,Transfer to a Third-Party,Lagos,17:56:31,Normal
Customer 821,Individual,Tier 2,2478.44,Withdrawal,Port Harcourt,12:08:54,Normal
Customer 822,Corporate,Tier 2,17439.81,Withdrawal,Ibadan,7:45:31,Normal
Customer 823,Individual,Tier 2,33992.1,Payment for Goods/Services,Ibadan,14:58:33,Normal
Customer 824,Individual,Tier 1,18495.12,Withdrawal,Lagos,15:27:54,Normal
Customer 825,Individual,Tier 1,24061.19,Transfer to a Third-Party,Ibadan,17:00:59,Normal
Customer_Special 02,Individual,Tier 3,611514.69,Transfer to a Third-Party,Abuja,18:10:41,Normal
Customer 827,Individual,Tier 2,13543.9,Transfer to a Third-Party,Enugu,4:47:45,Normal
Customer 828,Corporate,Tier 2,12845.39,Payment for Goods/Services,Lagos,10:20:36,Normal
Customer 829,Corporate,Tier 2,13024.29,Transfer to a Third-Party,Lagos,10:45:31,Normal
Customer 830,Individual,Tier 2,17162.12,Withdrawal,Ibadan,2:38:11,Normal
Customer 831,Corporate,Tier 3,7703.52,Payment for Goods/Services,Lagos,12:07:35,Normal
Customer 832,Individual,Tier 2,12552.15,Withdrawal,Abuja,2:46:30,Normal
Customer 833,Corporate,Tier 1,21998.86,Withdrawal,Ibadan,14:24:21,Normal
Customer 834,Individual,Tier 2,24106.56,Transfer to a Third-Party,Abuja,12:56:39,Normal
Customer 835,Individual,Tier 2,8337810.84,Withdrawal,Port Harcourt,11:03:24,Suspicious
Customer 836,Corporate,Tier 2,15069.2,Payment for Goods/Services,Port Harcourt,1:14:13,Normal
Customer 837,Individual,Tier 2,14669.98,Transfer to a Third-Party,Abuja,0:17:47,Normal
Customer 838,Corporate,Tier 2,55954.07,Transfer to a Third-Party,Port Harcourt,22:32:44,Normal
Customer 839,Individual,Tier 2,15124.48,Transfer to a Third-Party,Enugu,13:23:03,Normal
Customer 840,Corporate,Tier 3,6347.15,Transfer to a Third-Party,Port Harcourt,23:59:39,Normal
Customer 841,Corporate,Tier 3,28063.52,Transfer to a Third-Party,Abuja,9:26:58,Normal
Customer 842,Individual,Tier 2,38818.35,Transfer to a Third-Party,Enugu,19:50:47,Normal
Customer 843,Corporate,Tier 2,16184.85,Withdrawal,Ibadan,22:07:05,Normal
Customer 844,Individual,Tier 1,25477.99,Transfer to a Third-Party,Port Harcourt,5:32:50,Normal
Customer 845,Corporate,Tier 2,42349.6,Payment for Goods/Services,Ibadan,15:18:41,Normal
Customer 846,Individual,Tier 1,24018.58,Withdrawal,Enugu,13:44:47,Normal
Customer 847,Individual,Tier 2,40057.71,Withdrawal,Enugu,4:24:37,Normal
Customer 848,Individual,Tier 1,17427.02,Payment for Goods/Services,Abuja,6:34:49,Normal
Customer 849,Individual,Tier 1,51905.63,Withdrawal,Port Harcourt,19:48:14,Normal
Customer 850,Corporate,Tier 1,57859.19,Payment for Goods/Services,Enugu,15:59:34,Normal
Customer 851,Individual,Tier 2,1994.13,Transfer to a Third-Party,Port Harcourt,18:05:46,Normal
Customer 852,Corporate,Tier 2,8801.53,Transfer to a Third-Party,Abuja,4:27:15,Normal
Customer 853,Corporate,Tier 1,11974.56,Payment for Goods/Services,Port Harcourt,20:22:46,Normal
Customer 854,Corporate,Tier 2,1457.91,Payment for Goods/Services,Ibadan,15:58:51,Normal
Customer 855,Corporate,Tier 2,37917.41,Withdrawal,Enugu,9:07:33,Normal
Customer 856,Corporate,Tier 2,1534.88,Transfer to a Third-Party,Abuja,18:00:50,Normal
Customer 857,Corporate,Tier 2,15042.35,Payment for Goods/Services,Abuja,0:50:05,Normal
Customer 858,Corporate,Tier 2,13829.06,Withdrawal,Abuja,22:28:36,Normal
Customer 859,Corporate,Tier 3,10128.37,Withdrawal,Ibadan,4:46:31,Normal
Customer 860,Corporate,Tier 2,17475.7,Transfer to a Third-Party,Enugu,3:57:25,Normal
Customer 861,Corporate,Tier 2,24229.26,Payment for Goods/Services,Enugu,1:04:16,Normal
Customer 862,Individual,Tier 2,4381.32,Payment for Goods/Services,Abuja,13:43:30,Normal
Customer 863,Individual,Tier 1,32291.65,Transfer to a Third-Party,Enugu,7:28:16,Normal
Customer 864,Corporate,Tier 1,11340.51,Payment for Goods/Services,Ibadan,7:29:52,Normal
Customer 865,Individual,Tier 2,28470.21,Payment for Goods/Services,Port Harcourt,6:50:13,Normal
Customer 866,Individual,Tier 1,26926.16,Transfer to a Third-Party,Abuja,10:23:49,Normal
Customer 867,Corporate,Tier 2,25144.19,Transfer to a Third-Party,Ibadan,3:08:39,Normal
Customer 868,Individual,Tier 1,1301.41,Payment for Goods/Services,Abuja,18:02:46,Normal
Customer_Special 03,Individual,Tier 3,594109.04,Payment for Goods/Services,Port Harcourt,23:13:30,Normal
Customer 870,Individual,Tier 3,2766.32,Transfer to a Third-Party,Port Harcourt,23:56:10,Normal
Customer 871,Individual,Tier 1,15706.23,Withdrawal,Port Harcourt,13:06:50,Normal
Customer 872,Individual,Tier 1,15507.47,Payment for Goods/Services,Lagos,13:54:33,Normal
Customer 873,Corporate,Tier 1,18857.94,Withdrawal,Ibadan,20:07:15,Normal
Customer 874,Corporate,Tier 2,14190.27,Withdrawal,Enugu,0:48:52,Normal
Customer 875,Individual,Tier 2,9941.28,Withdrawal,Enugu,2:12:14,Normal
Customer 876,Individual,Tier 2,21063.03,Withdrawal,Enugu,19:31:23,Normal
Customer 877,Individual,Tier 1,5717599.18,Payment for Goods/Services,Ibadan,1:52:06,Suspicious
Customer 878,Individual,Tier 2,30831.63,Payment for Goods/Services,Ibadan,8:23:59,Normal
Customer 879,Corporate,Tier 1,11697.43,Withdrawal,Enugu,9:32:58,Normal
Customer 880,Individual,Tier 2,8764.03,Withdrawal,Ibadan,10:57:28,Normal
Customer 881,Individual,Tier 1,13219.27,Transfer to a Third-Party,Enugu,17:24:34,Normal
Customer 882,Individual,Tier 2,6212.02,Withdrawal,Lagos,19:59:07,Normal
Customer 883,Corporate,Tier 1,8860.2,Withdrawal,Enugu,3:13:18,Normal
Customer 884,Corporate,Tier 1,6316.61,Payment for Goods/Services,Lagos,12:12:03,Normal
Customer 885,Corporate,Tier 1,20721.21,Withdrawal,Port Harcourt,12:51:52,Normal
Customer 886,Individual,Tier 2,8121.29,Payment for Goods/Services,Abuja,21:52:43,Normal
Customer 887,Individual,Tier 2,29032.78,Withdrawal,Lagos,0:27:52,Normal
Customer 888,Individual,Tier 2,39951.12,Transfer to a Third-Party,Enugu,4:45:44,Normal
Customer 889,Corporate,Tier 1,24215.37,Withdrawal,Lagos,3:50:34,Normal
Customer 890,Individual,Tier 1,28513.89,Withdrawal,Enugu,3:23:41,Normal
Customer 891,Individual,Tier 1,24150.66,Payment for Goods/Services,Lagos,17:03:22,Normal
Customer 892,Individual,Tier 1,7253.74,Payment for Goods/Services,Abuja,8:29:31,Normal
Customer_Special 02,Individual,Tier 3,706082.6,Transfer to a Third-Party,Abuja,19:05:00,Normal
Customer 894,Corporate,Tier 1,11519.21,Transfer to a Third-Party,Enugu,20:32:40,Normal
Customer 895,Individual,Tier 2,15759.28,Payment for Goods/Services,Port Harcourt,2:47:22,Normal
Customer 896,Individual,Tier 2,7759.84,Withdrawal,Ibadan,16:19:44,Normal
Customer 897,Individual,Tier 2,17454.47,Transfer to a Third-Party,Ibadan,10:24:44,Normal
Customer 898,Individual,Tier 1,24774.73,Withdrawal,Lagos,5:21:30,Normal
Customer_Special 02,Individual,Tier 3,690599.5,Payment for Goods/Services,Abuja,7:53:23,Normal
Customer 900,Individual,Tier 2,21769.62,Transfer to a Third-Party,Lagos,10:35:30,Normal
Customer 901,Individual,Tier 1,50346.37,Transfer to a Third-Party,Lagos,19:44:52,Normal
Customer 902,Corporate,Tier 2,20304.94,Withdrawal,Lagos,6:11:55,Normal
Customer 903,Individual,Tier 3,8258.16,Transfer to a Third-Party,Port Harcourt,5:50:58,Normal
Customer 904,Individual,Tier 2,20772.12,Transfer to a Third-Party,Ibadan,12:48:36,Normal
Customer 905,Individual,Tier 2,8990.61,Transfer to a Third-Party,Port Harcourt,18:16:36,Normal
Customer 906,Corporate,Tier 2,14040.0,Transfer to a Third-Party,Enugu,21:54:28,Normal
Customer 907,Corporate,Tier 2,15975.5,Withdrawal,Lagos,1:40:53,Normal
Customer 908,Individual,Tier 1,38484.4,Payment for Goods/Services,Abuja,1:45:45,Normal
Customer 909,Corporate,Tier 2,16926.14,Withdrawal,Lagos,21:37:43,Normal
Customer 910,Individual,Tier 2,48473.9,Payment for Goods/Services,Ibadan,7:59:15,Normal
Customer 911,Individual,Tier 2,9281.77,Withdrawal,Ibadan,18:19:55,Normal
Customer 912,Corporate,Tier 1,2082.49,Transfer to a Third-Party,Enugu,11:51:55,Normal
Customer 913,Corporate,Tier 1,9016.56,Payment for Goods/Services,Lagos,18:21:56,Normal
Customer 914,Corporate,Tier 2,12682.67,Payment for Goods/Services,Abuja,3:21:01,Normal
Customer 915,Corporate,Tier 2,7849.99,Transfer to a Third-Party,Abuja,18:18:57,Normal
Customer 916,Individual,Tier 1,2051.12,Transfer to a Third-Party,Abuja,19:21:16,Normal
Customer 917,Individual,Tier 2,8692.1,Payment for Goods/Services,Ibadan,20:02:35,Normal
Customer 918,Corporate,Tier 1,8356.6,Withdrawal,Port Harcourt,12:34:32,Normal
Customer 919,Corporate,Tier 2,77868.9,Withdrawal,Enugu,3:41:09,Normal
Customer 920,Individual,Tier 2,24180.6,Withdrawal,Port Harcourt,9:04:52,Normal
Customer 921,Individual,Tier 1,26907.49,Payment for Goods/Services,Lagos,5:17:42,Normal
Customer_Special 03,Individual,Tier 3,557557.57,Transfer to a Third-Party,Port Harcourt,9:38:32,Normal
Customer 923,Corporate,Tier 1,24243.44,Transfer to a Third-Party,Ibadan,10:28:17,Normal
Customer 924,Corporate,Tier 2,3010.22,Transfer to a Third-Party,Abuja,23:59:55,Normal
Customer 925,Individual,Tier 1,17759.06,Transfer to a Third-Party,Enugu,13:20:20,Normal
Customer 926,Individual,Tier 2,19166.8,Payment for Goods/Services,Abuja,8:16:04,Normal
Customer 927,Individual,Tier 1,27581.57,Transfer to a Third-Party,Abuja,3:15:03,Normal
Customer 928,Individual,Tier 2,16232.52,Payment for Goods/Services,Port Harcourt,11:58:47,Normal
Customer 929,Individual,Tier 2,34295.02,Transfer to a Third-Party,Abuja,2:03:28,Normal
Customer 930,Corporate,Tier 1,1939.99,Payment for Goods/Services,Ibadan,16:51:43,Normal
Customer 931,Individual,Tier 1,39447.43,Payment for Goods/Services,Port Harcourt,22:28:31,Normal
Customer 932,Individual,Tier 1,54268.6,Withdrawal,Lagos,16:33:20,Normal
Customer 933,Corporate,Tier 1,18459.44,Transfer to a Third-Party,Abuja,14:41:44,Normal
Customer 934,Individual,Tier 2,17111.47,Payment for Goods/Services,Lagos,5:47:25,Normal
Customer 935,Individual,Tier 2,9501.94,Payment for Goods/Services,Lagos,14:46:05,Normal
Customer 936,Corporate,Tier 1,39512.59,Transfer to a Third-Party,Lagos,12:21:51,Normal
Customer 937,Individual,Tier 2,18119.4,Transfer to a Third-Party,Abuja,8:04:08,Normal
Customer 938,Corporate,Tier 3,19732.1,Withdrawal,Enugu,7:47:08,Normal
Customer 939,Individual,Tier 2,20098.94,Payment for Goods/Services,Ibadan,16:06:49,Normal
Customer 940,Individual,Tier 1,37216.22,Withdrawal,Ibadan,20:00:09,Normal
Customer 941,Individual,Tier 1,16253.39,Payment for Goods/Services,Abuja,9:14:42,Normal
Customer 942,Individual,Tier 2,50623.94,Transfer to a Third-Party,Abuja,2:36:37,Normal
Customer 943,Individual,Tier 1,34760.58,Payment for Goods/Services,Ibadan,11:18:05,Normal
Customer 944,Individual,Tier 1,7046192.58,Transfer to a Third-Party,Lagos,5:28:00,Suspicious
Customer 945,Individual,Tier 1,7479.73,Payment for Goods/Services,Lagos,6:44:57,Normal
Customer 946,Individual,Tier 1,46881.07,Payment for Goods/Services,Enugu,17:25:34,Normal
Customer 947,Corporate,Tier 2,12221.69,Transfer to a Third-Party,Enugu,20:58:21,Normal
Customer 948,Individual,Tier 2,20782.5,Transfer to a Third-Party,Lagos,23:53:05,Normal
Customer 949,Corporate,Tier 1,5514.82,Withdrawal,Port Harcourt,20:44:20,Normal
Customer 950,Corporate,Tier 2,10758.9,Transfer to a Third-Party,Lagos,1:01:27,Normal
Customer 951,Corporate,Tier 2,27306.98,Payment for Goods/Services,Ibadan,9:26:56,Normal
Customer 952,Corporate,Tier 2,11832.7,Payment for Goods/Services,Abuja,8:14:13,Normal
Customer 953,Individual,Tier 3,36571.85,Payment for Goods/Services,Enugu,14:00:23,Normal
Customer 954,Individual,Tier 3,12794.8,Withdrawal,Enugu,10:00:03,Normal
Customer 955,Individual,Tier 2,10381.19,Withdrawal,Port Harcourt,15:36:33,Normal
Customer 956,Corporate,Tier 2,7736.55,Payment for Goods/Services,Port Harcourt,22:59:34,Normal
Customer 957,Corporate,Tier 1,7574.03,Transfer to a Third-Party,Port Harcourt,6:30:40,Normal
Customer 958,Individual,Tier 2,16279.02,Transfer to a Third-Party,Abuja,20:26:28,Normal
Customer 959,Individual,Tier 2,6449.84,Withdrawal,Abuja,13:02:04,Normal
Customer 960,Individual,Tier 2,12297.3,Transfer to a Third-Party,Ibadan,13:14:34,Normal
Customer 961,Individual,Tier 1,54171.85,Transfer to a Third-Party,Enugu,22:40:04,Normal
Customer 962,Individual,Tier 1,67965.32,Payment for Goods/Services,Ibadan,0:35:27,Normal
Customer 963,Corporate,Tier 1,6452.84,Withdrawal,Enugu,19:20:42,Normal
Customer 964,Corporate,Tier 2,29478.44,Withdrawal,Ibadan,4:43:48,Normal
Customer 965,Individual,Tier 3,22672.7,Withdrawal,Port Harcourt,5:51:08,Normal
Customer 966,Corporate,Tier 1,25838.99,Payment for Goods/Services,Abuja,13:41:06,Normal
Customer 967,Corporate,Tier 3,3501.88,Transfer to a Third-Party,Abuja,3:01:24,Normal
Customer 968,Corporate,Tier 1,16644.55,Transfer to a Third-Party,Lagos,17:32:17,Normal
Customer 969,Individual,Tier 3,59838.56,Payment for Goods/Services,Ibadan,4:00:12,Normal
Customer 970,Individual,Tier 2,27763.98,Transfer to a Third-Party,Lagos,5:21:45,Normal
Customer 971,Individual,Tier 1,15086.09,Payment for Goods/Services,Abuja,16:57:35,Normal
Customer 972,Corporate,Tier 1,7564.15,Withdrawal,Ibadan,8:02:52,Normal
Customer 973,Corporate,Tier 1,31899.55,Transfer to a Third-Party,Ibadan,1:46:35,Normal
Customer 974,Individual,Tier 3,9610.43,Withdrawal,Ibadan,15:27:07,Normal
Customer 975,Individual,Tier 2,10334.57,Transfer to a Third-Party,Abuja,7:33:02,Normal
Customer 976,Corporate,Tier 2,8169.62,Transfer to a Third-Party,Abuja,5:12:40,Normal
Customer 977,Individual,Tier 1,25432.64,Withdrawal,Port Harcourt,10:21:42,Normal
Customer 978,Individual,Tier 3,11945.41,Transfer to a Third-Party,Port Harcourt,19:05:12,Normal
Customer 979,Corporate,Tier 1,18971.28,Transfer to a Third-Party,Port Harcourt,1:52:24,Normal
Customer 980,Individual,Tier 1,13810.07,Withdrawal,Abuja,16:50:50,Normal
Customer 981,Corporate,Tier 1,22873.18,Withdrawal,Port Harcourt,22:39:32,Normal
Customer 982,Individual,Tier 2,10321.48,Payment for Goods/Services,Enugu,9:43:36,Normal
Customer 983,Corporate,Tier 1,21644.25,Withdrawal,Abuja,7:32:52,Normal
Customer_Special 03,Individual,Tier 3,570914.17,Payment for Goods/Services,Port Harcourt,8:47:12,Normal
Customer 985,Individual,Tier 1,28331.96,Withdrawal,Enugu,18:06:31,Normal
Customer 986,Individual,Tier 2,23985.65,Transfer to a Third-Party,Enugu,6:14:11,Normal
Customer 987,Corporate,Tier 2,15785.03,Withdrawal,Abuja,12:03:14,Normal
Customer 988,Individual,Tier 1,17675.38,Withdrawal,Ibadan,13:31:58,Normal
Customer 989,Individual,Tier 1,18196.19,Transfer to a Third-Party,Abuja,4:31:52,Normal
Customer 990,Corporate,Tier 2,23525.51,Transfer to a Third-Party,Port Harcourt,9:58:41,Normal
Customer 991,Individual,Tier 1,17336.4,Payment for Goods/Services,Abuja,9:06:55,Normal
Customer 992,Individual,Tier 1,22828.19,Withdrawal,Ibadan,10:28:13,Normal
Customer 993,Individual,Tier 2,22812.4,Withdrawal,Lagos,4:42:08,Normal
Customer 994,Individual,Tier 1,39989.86,Transfer to a Third-Party,Abuja,9:17:32,Normal
Customer 995,Corporate,Tier 2,27391.96,Transfer to a Third-Party,Abuja,15:22:31,Normal
Customer 996,Corporate,Tier 1,9080.08,Withdrawal,Ibadan,10:09:15,Normal
Customer 997,Individual,Tier 1,26708.37,Transfer to a Third-Party,Port Harcourt,5:05:27,Normal
Customer 998,Corporate,Tier 2,29094.26,Withdrawal,Lagos,6:20:57,Normal
Customer 999,Corporate,Tier 1,28826.62,Withdrawal,Ibadan,8:06:24,Normal
Customer 1000,Individual,Tier 1,14058.47,Payment for Goods/Services,Enugu,19:56:52,Normal
Customer 1001,Individual,Tier 2,14364.54,Withdrawal,Ibadan,21:50:21,Normal
Customer 1002,Corporate,Tier 1,29510.89,Transfer to a Third-Party,Ibadan,0:11:54,Normal
Customer 1003,Corporate,Tier 2,1113.43,Payment for Goods/Services,Enugu,16:54:10,Normal
Customer 1004,Corporate,Tier 3,3907.16,Transfer to a Third-Party,Enugu,3:22:32,Normal
Customer 1005,Corporate,Tier 2,21053.75,Payment for Goods/Services,Lagos,20:51:09,Normal
Customer 1006,Corporate,Tier 1,18634.49,Payment for Goods/Services,Ibadan,4:36:23,Normal
Customer 1007,Corporate,Tier 2,96302.37,Payment for Goods/Services,Enugu,13:08:32,Normal
Customer 1008,Individual,Tier 1,7949.29,Payment for Goods/Services,Lagos,2:56:29,Normal
Customer 1009,Corporate,Tier 1,12196.92,Transfer to a Third-Party,Lagos,23:24:55,Normal
Customer 1010,Individual,Tier 2,5070.59,Payment for Goods/Services,Lagos,15:11:44,Normal
Customer 1011,Individual,Tier 1,7535.16,Transfer to a Third-Party,Enugu,19:26:49,Normal
Customer 1012,Individual,Tier 1,11894.79,Transfer to a Third-Party,Enugu,1:27:23,Normal
Customer 1013,Corporate,Tier 1,9231.08,Transfer to a Third-Party,Abuja,13:51:54,Normal
Customer 1014,Corporate,Tier 3,21917.49,Transfer to a Third-Party,Abuja,12:09:18,Normal
Customer 1015,Individual,Tier 1,9610.36,Transfer to a Third-Party,Enugu,5:40:04,Normal
